id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
322,Oneida,Housing; Programs for families,Affordable housing; Utility assistance; Programs for kids,"Mohawk Valley Community Action Agency, Inc.",9882 River Rd,,,Utica,NY,13502,-75.234457,43.124755,(315) 624-9930,(315) 624-9931,info@mvcaa.com,www.mvcaa.com,www.mvcaa.com,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,"Yes, only for pre-K for early Head Start intervention program","Sí, para pre-K y Head Start",Yes (any primary language needed),Sí (cualquier idioma nativo que sea necesario),No,No,"None, but need to fill out intake forms when you apply","No, pero debe llenar formularios cuando aplica","Not required for children's programs, but may be required by some housing programs",No es requerida para programas de niños; Prueba de ciudadanía puede ser requerida para algunos programas de la vivienda,Housing programs income dependent; children's programs free,El costo de programas de vivienda depende de su ingreso; Programas para niños son gratis,,,,"Serving people no more than 10% above the poverty guideline and people with disabilities. Housing, Child Development, Youth and Family. Runaway and Homeless Youth 24 Hour Hotline: 315-339-4960.","Serving people no more than 10% above the poverty guideline and people with disabilities. Vivienda, Child Development, Youth and Family. Runaway and Homeless Youth 24 Hour Hotline: 315-339-4960.",,
323,Oneida,Housing; Programs for families,Affordable housing; Utility assistance; Programs for kids,Mohawk Valley Community Action Agency Inc.,203 West Liberty St,,,Rome,NY,13440,-75.4588,43.212999,(315) 624-9930,(315) 624-9931,info@mvcaa.com,www.mvcaa.com,www.mvcaa.com,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,"Yes, only for pre-K for early Head Start intervention program","Sí, para pre-K y Head Start",Yes (any primary language needed),Sí,No,No,"None, but need to fill out intake forms when you apply","No, pero debe llenar formularios cuando aplica","Not required for children's programs, but may be required by some housing programs",No es requerida para programas de niños; Prueba de ciudadanía puede ser requerida para algunos programas de la vivienda,Housing programs income dependent; children's programs free,El costo de programas de vivienda depende de su ingreso; Programas para niños son gratis,,,,"Serving people no more than 10% above the poverty guideline and people with disabilities. Housing, Child Development, Youth and Family. Runaway and Homeless Youth 24 Hour Hotline: 315-339-4960.","Serving people no more than 10% above the poverty guideline and people with disabilities. Vivienda, Child Development, Youth and Family. Runaway and Homeless Youth 24 Hour Hotline: 315-339-4960.",,
324,Oneida,Housing; Programs for families,Affordable housing; Utility assistance; Programs for kids,"Mohawk Valley Community Action Agency, Inc. Cornerstone",1100 Miller St,,,Utica,NY,13501,-75.232684,43.095404,(315) 624-0821,(315) 339-2981,info@mvcaa.com,www.mvcaa.com,www.mvcaa.com,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,"Yes, only for pre-K for early Head Start intervention program","Sí, para pre-K y Head Start",Yes (any primary language needed),Sí,No,No,"None, but need to fill out intake forms when you apply","No, pero debe llenar formularios cuando aplica","Not required for children's programs, but may be required by some housing programs",No es requerida para programas de niños; Prueba de ciudadanía puede ser requerida para algunos programas de la vivienda,Housing programs income dependent; children's programs free,El costo de programas de vivienda depende de su ingreso; Programas para niños son gratis,,,,"Serving people no more than 10% above the poverty guideline and people with disabilities. Housing, Child Development, Youth and Family. Runaway and Homeless Youth 24 Hour Hotline: 315-797-8500.","Serving people no more than 10% above the poverty guideline and people with disabilities. Vivienda, Child Development, Youth and Family. Runaway and Homeless Youth 24 Hour Hotline: 315-797-8500.",,
325,Oneida,Leadership training; Referral to other agencies; Programs for families,ESL; Programs for kids,Mohawk Valley Latino Association Inc.,309 Genesee St,3rd floor,,Utica,NY,13501,-75.239789,43.096939,(315) 864-8419,,mvla@mvlautica.org,www.mvlautica.org,www.mvlautica.org,M-F 8:30 PM-4:30 PM,lunes - viernes 8:30PM-4:30PM,Case by case,Depende de cada caso,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost for many services. Charge $10 per document or $50 per immigration form for translation -- membership fee $20,La mayoría de servicios son gratis. Tarifa de $10 por traducir un documento o $50 por traducir una formulario de inmigracion. --- La membresía cuesta $20.,,,,"Provides ESL services, job placement programs, healthcare assistance, after-school programs, immigration assistance, and Latino cultural events. Affiliated with the Mohawk Valley Resource Center for the Refugees.","Provides Clases de inglés services, job placement programs, Saludcare assistance, after-school programs, Inmigración (deportación, ciudadanía y regularización) assistance, and Latino cultural events. Affiliated with the Mohawk Valley Resource Center for the Refugees.",,
326,Oneida,Education; Labor; Referral to other agencies,ESL; Job search assistance; Career advice,Mohawk Valley Resource Center for Refugees (MVRCR),201 Bleecker Street,,,Utica,NY,13501,-75.228844,43.101732,(315) 738-1083,(315) 738-1168,info@thecenterutica.org,www.thecenterutica.org,www.thecenterutica.org,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,Available for some programs,Depende de cada caso,Yes,Sí,Yes,Sí,Depends on the program,Depende del programa,Not required for most programs,No es requerida por la mayoría de programas,No cost,No hay costo,,,,"Services for refugees and immigrants (employment assistance, ESL, cultural education, interpretation and translation, immigration)","Services for refugees and immigrants (employment assistance, Clases de inglés, cultural Educación, interpretation and translation, Inmigración (deportación, ciudadanía y regularización))",,
327,Oneida,Health; Legal aid,,MAMI (Multicultural Association of Medical Interpreters),287 Genesee St,Suite #101,,Utica,NY,13501,-75.237697,43.097867,(315) 732-2271,(315) 732-2360,info@mamiinterpreters.org,mamiinterpreters.org,mamiinterpreters.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Caution: Only available through agency referral,PRECAUCIÓN: Solamente disponible vía una referencia de otra agencia,No cost,No hay costo,,,,"Interpreting and translating agency for health-care, legal and social services","Interpreting and translating agency for Salud-care, legal and social services",,
328,Oneida,Health,General medicine,Oneida County Health Department clínical Services,185 Genesee Street,", 5th floor",,Utica,NY,13501,-75.230697,43.101433,(315) 798-5748,,https://www.ocgov.net/contact,http://www.ocgov.net/health/ClinicPrograms,http://www.ocgov.net/health/ClinicPrograms,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM; cerado durante la hora de almuerzo 12:00PM-1:00PM,No,No,Yes,Sí,"Russian, Bosnian, Burmese","Sí, ruso, birmano y bosnio",ID; Health Insurance card if you have one,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,Income dependent,Depende de su ingreso,,,,"Has several walk-in clinics as well as immunization clinics, etc.","Has several walk-in clinics as well as immunization clinics, etc.",,
329,Oneida,Housing,Affordable housing; Home ownership,Home Ownership Center,1611 Genesee St,,,Utica,NY,13501,-75.251758,43.09094,(315) 724-4197,(315) 724-1415,home@unhs.org,http://www.unhs.org,http://unhs.org,M-Th 8:00 AM-4:30 PM,lunes - jueves 8:00AM-4:30PM,No,No,No,No,No,No,Varies by program; ID; Proof of address,Varia dependiendo del programa; prueba de identidad; prueba de dirección,Not required,No es requerida,Depends on the service,Varía según los servicios,,,,"Provides home buyer counseling, listing services, loan portfolio management, down payment and closing cost loans, purchase rehabilitation loans, help with mortgages, and educational seminars. Also provides home inspections, home restorations, emergency repairs, cost estimates, and referrals. Staff has certifications in serving immigrant populations. Credit and foreclosure counseling involve one-on-one advising on credit reports and how to deal with repaying loans. Personal Profile Intake is required for all clients, who must provide income information. Credit counseling requires all income documents, Social Security #, insurance and tax documents.","Provides home buyer counseling, listing services, loan portfolio management, down payment and closing cost loans, purchase rehabilitation loans, help with mortgages, and Educaciónal seminars. Also provides home inspections, home restorations, emergency repairs, cost estimates, and referrals. Staff has certifications in serving immigrant populations. Credit and foreclosure counseling involve one-on-one advising on credit reports and how to deal with repaying loans. Personal Profile Intake is required for all clients, who must provide income information. Credit counseling requires all income documents, Social Security #, insurance and tax documents.",,
330,Oneida,Housing; Programs for families; Emergency assistance,Affordable housing; Utility assistance; Programs for kids,Mohawk Valley Community Action Agency,1721 Black River Blvd.,,,Rome,NY,13440,-75.43933,43.232121,(315) 624-9930,(315) 624-9931,njolvic@mvcaa.com,http://www.mvcaa.com,http://www.mvcaa.com,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,"Yes, for children's programs",Sí para los programas de niños,Yes (any primary language needed),Sí,No,No,"None, but intake paperwork","No, pero debe llenar formularios cuando aplica","Not required for children's programs, but may be required by some housing programs",No es requerida para programas de niños; Prueba de ciudadanía puede ser requerida por algunos programas de la vivienda,Income dependent for housing programs; children's programs free,El costo de programas de vivienda depende de su ingreso; Programas para niños son gratis,,,,"Housing, Programs for families, SNAP, etc. Multiple centers","Vivienda, Programas para familias, SNAP, etc. Multiple centers",,
331,Oneida,Labor,Job search assistance; Training; Career advice,Working Solutions One Stop Center,207 Genesee Street,2nd floor New York State Office Building,,Utica,NY,13501,-75.231917,43.100503,(315) 793-2229,(315) 793-2216,https://www.working-solutions.org/contact/,www.working-solutions.org,www.working-solutions.org,M-F 8:30 AM-5:00 PM,lunes - viernes 8:30AM-5:00PM,No,No,Yes,Sí,No,No,ID; proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,No cost,No hay costo,,,,"Provide career counseling, referral services, adult education and literacy training. Resource room and library available.","Provide career counseling, referral services, adult Educación and literacy training. Resource room and library available.",,
332,Oneida,Education,ESL; Adult education; Career advice,Mohawk Valley Community College,1101 Sherman Drive,,,Utica,NY,13501,-75.219402,43.077275,(315) 792-5400,,slam@mvcc.edu,www.mvcc.edu,www.mvcc.edu,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,No,No,Yes,Sí,None,Ninguno,Not required,No es requerida,Depends on the class,Varía según la clase,,,,ESL; at the refugee center on Bleeker St and Elizabeth St. (Free classes).; TASS prep class ($10 fee),Clases de inglés; at the refugee center on Bleeker St and Elizabeth St. (Free classes).; TASS prep class ($10 fee),,
333,Oneida,Legal aid,Family law; Other law,"Legal aid Society of Mid-New York, Inc.",120 Bleecker Street,,,Utica,NY,13501,-75.229557,43.101636,(315) 793-7000,(315) 732-3202,,http://www.lasmny.org/Programs/Office%20Contact%20List.shtm,http://www.lasmny.org/Programs/Office%20Contact%20List.shtm,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,Depends on case,Depende del programa,Not required,No es requerida,No cost,No hay costo,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,No immigration lawyer at this office,"No Inmigración (deportación, ciudadanía y regularización) lawyer at this office",,
334,Onondaga,Education,ESL; Adult education,Literacy CNY,100 New Street,,,Syracuse,NY,13202,-76.149212,43.040279,(315) 471-1300,(315) 565-3798,info@literacycny.org; blang@literacycny.org; awhitmore@literacycny.org,https://www.literacycny.org/,https://www.literacycny.org/,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,No,No,No,No,No,No,Will ask for social security number but will not refuse registration if you don't have one.,"Pedirán número de seguro social, pero no le negaran la inscripción si no tiene uno",Not required,No es requerida,No cost,No hay costo,,,,"One-to-one, small group, conversation group tutoring in public settings","One-to-one, small group, conversation group tutoring in public settings",,
335,Onondaga,Education,ESL; Citizenship preparation; Career advice,Onondaga-Cortland-Madison Counties BOCES,200 Elwood Davis Road,,,Liverpool,NY,13088,-76.175185,43.097346,(315) 453-4455 x4,(315) 451-4676,mukleya@ocmboces.org,http://www.ocmboces.org,http://www.ocmboces.org,"M-F 8:30 AM- 4:00 PM (Liverpool office); Tu Th 12:30-3:30 (Cortland Works classes); M-F 8:30 AM-12:30 PM and 5:30 PM-8:30 PM (Liverpool classes); Additional classes in Jamesville and Manlius -- M-Th 5:30 PM-8:30 PM (ESL: 890 Seventh North Street, Liverpool, NY 13088)","lunes - viernes 8:30AM- 4:00PM (La officina en Liverpool); martes, jueves 12:30-3:30 (cursos ofrecidos en Cortland Works); lunes - viernes 8:30AM-12:30PM y 5:30-8:30PM (cursos ofrecidos en Liverpool); cursos adicionales en Jamesville y Manlius: lunes - jueves 5:30PM-8:30PM (Clases de inglés: 890 Seventh North Street, Liverpool, NY 13088)",No,No,No,No,No,No,Photo ID,Prueba de identidad con foto,Not required,No es requerida,No cost for ESL and literacy classes,La clase de inglés y la clase de literatura son gratis,,,,"Provides adult basic education, preparation for the GED exam, ESL, workplace literacy, and home study programs to anyone without a high school diploma. Can attend classes or receive home instruction.","Provides adult basic Educación, preparation for the GED exam, Clases de inglés, work place literacy, and home study programs to anyone without a high school diploma. Can attend classes or receive home instruction.",,
336,Onondaga,Housing; Programs for families; Health; Legal aid,Empowerment; Domestic violence; Programs for kids; Affordable housing; Job search assistance;,Spanish Action League of Onondaga County,700 Oswego St.,,,Syracuse,NY,13204,-76.164016,43.041242,(315) 475-6153,(315) 474- 5767,execdir@laligacny.org; wijimenez@laligacny.org,http://www.laligaupstateny.org/,http://www.laligaupstateny.org/,M-F 8:30 AM-4:30 PM (Closed 12:00 PM-1:00 PM),lunes - viernes 8:30AM-4:30PM; cerrado 12:00PM-1:00PM,"Yes, for children's programs",Sí para los programas de niños,Yes,Sí,Yes,Sí,ID; proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,No cost,No hay costo,,,,"Provides services in: careers, translation of legal documents; housing, youth development, language, 24 Domestic Violence Hotline (315) 410-0945; 24-hour breast cancer services (315) 427-3315; Language services hotline (315) 466-6608","Provides services in: careers, translation of legal documents; Vivienda, youth development, language, 24 Domestic Violence Hotline (315) 410-0945; 24-hour breast cancer services (315) 427-3315; Language services hotline (315) 466-6608",,
337,Onondaga,Education,ESL; Adult education,The Newland Center for Adult Learning and Literacy,1443 E. Genesee St.,,,Syracuse,NY,13210,-76.13057,43.047318,(315) 471-1446,(315)425-9028,director@thelearningplace.org,www.thenewlandcenter.org,www.thenewlandcenter.org,M-Th 10:00 AM-3:00 PM,lunes - jueves 10:00AM-3:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,"emailed 11/26, msg 12/9","Small ESL services and tutoring in reading, writing, and math.","Small Clases de inglés services and tutoring in reading, writing, and math.",,
338,Onondaga,Education; Referral to other agencies,ESL; Job search assistance; Career advice,Partners in Learning - West Side Learning Center,422 Gifford St,St. Lucy's Academy,,Syracuse,NY,13204,-76.161757,43.043477,(315) 435-4013,,partners.pagano@gmail.com,http://www.syracusecityschools.com/districtpage.cfm?pageid=552,http://www.syracusecityschools.com/districtpage.cfm?pageid=552,M-F 8:30 AM-4:30 PM; Tu 5:00 PM-8:00 PM,lunes - viernes 8:30AM-4:30PM; martes 5:00PM-8:00PM,No,No,By appointment,Con cita,"Yes, Spanish",Sí,ID; proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,No cost (except for extended day hours for MANOS Early Childhood Program at $5.00/hour),No hay costo (exepto por horas extras para servicios de MANOS Early Childhood Program al costo de $5.00 por hora),,,,"Bilingual day care, ESL, resume writing, interview skills, technological training, credential translations, job and internship placement","Bilingual day care, Clases de inglés, resume writing, interview skills, technological training, dredential translations, job and internship placement",,
339,Onondaga,Education; Referral to other agencies,Citizenship preparation,Center for New Americans Refugee Resettlement Program - Interfaith Work,1010 James St,,,Syracuse,NY,13203,-76.133669,43.059248,(315) 474-1261,(315) 474-0038,info@interfaithworkscny.org,www.interfaithworkscny.org,www.interfaithworkscny.org,M-F 8:30 AM-5:00 PM,lunes - viernes 8:30AM-5:00PM,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,Yes,Sí hay un costo,,,emailed 11/26; ms for Sylvana Rose-director of immigration services 12/9,"Provides assistance for refugees and legal immigrants in the Syracuse community. Helps to assist in housing, employment, education, medical services, etc. for clients in Refugee Resettlement Program.","Provides assistance for refugees and legal immigrants in the Syracuse community. Helps to assist in Vivienda, employment, Educación, medical services, etc. for clients in Refugee Resettlement Program.",,
340,Onondaga,Referral to other agencies; Housing; Programs for families; Emergency assistance,Food; Clothing; Programs for kids; Utility assistance,"PEACE, Inc.",217 South Salina St.,2nd floor,,Syracuse,NY,13202,-76.15205,43.048831,(315) 470-3300,(315) 472-8939,info@peace-caa.org,www.peace-caa.org,www.peace-caa.org,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,"Yes, only for pre-K for early Head Start intervention program",Sí solamente para Head Start y Pre-K,No,No,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Community Action Agency offering agency self sufficient,Community Action Agency offering agency self sufficent,,
341,Onondaga,Housing,Home ownership; Housing improvements,"Home Headquarters, Inc",538 Erie Boulevard West,Suite 100,,Syracuse,NY,13204,-76.162543,43.049783,(315) 474-1939,(315) 474-0637,info@homehq.org,www.homehq.org,www.homehq.org,M-F 8:00 AM-5:00 PM,lunes - viernes 8:00AM-5:00PM,No,No,Yes,Sí,"Yes, Spanish","Sí, español","Depends on program, most ask for a pay stub to verify income","Depende del programa, la mayoría pide un talón para comprobar ingresos",Not required,No es requerida,No cost for most services. Small fee for homebuyer education classes and recording fees for loans.,La mayoría de servicios son gratis. Clases sobre cómo comprar viviendas tienen una tarifa baja y préstamos requieren pagos periódicos.,,,,"Provides services to prospective and current homeowners, such as education, financial counseling, loans, financial assistance, and home repairs.","Provides services to prospective and current homeowners, such as Educación, financial counseling, loans, Ayuda financiera de emergencia, and home repairs.",,
342,Onondaga,Housing,Housing improvements,Southern Hills Preservation Corporation,2383 Route 11 South,Suite 1,,LaFayette,NY,13084,-76.106859,42.886998,(315) 677-3863,(315) 677-3864,info@southernhillspc.org,www.southernhillspc.org,www.southernhillspc.org,M-F by appointment only,solamente con cita de lunes - viernes,No,No,Yes,Sí,No,No,ID; proof of income; proof of assets for all household members; proof of ownership of property applying for,Prueba de identidad; Prueba de ingresos; Prueba de bienes totales de todos los miembros de la familia; comprobante de la propiedad de casa a la que esta aplicando,Home ownership is the only required condition,Ser propietario de su vivienda es el único requisito,Depends on grant or loan received,Varía según el prestamo o donación que recibió,,,,"Provides home repairs and loans, a revolving loan fund, financial counseling, and technical assistance for low and moderate income residents of Fabius, LaFayette, Marcellus, Otisco, Pompey, Skaneateles, Spafford, and Tully. Applicants must be homeowners to qualify.","Provides home repairs and loans, a revolving loan fund, financial counseling, and technical assistance for low and moderate income residents of Fabius, LaFayette, Marcellus, Otisco, Pompey, Skaneateles, Spafford, and Tully. Applicants must be home owners to qualify.",,
343,Onondaga,Legal aid,Immigration law; Family law; Other law,Hiscock Legal aid Society,351 S. Warren St.,3rd floor,,Syracuse,NY,13202,-76.150409,43.047399,(315) 422-8191,(315) 472-2819,mail@hiscocklegalaid.org,http://www.hiscocklegalaid.org,http://www.hiscocklegalaid.org,M-F 8:30 AM-4:00 PM,lunes - viernes 8:30AM-4:00PM,No,No,Yes,Sí,No,No,ID; proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,No cost,No hay costo,,,,Immigration law; Family law; Other law,"Provides civil assistance, typically in domestic relations, Vivienda, and unemployment. Also provides assistance through the Upstate Inmigración (deportación, ciudadanía y regularización) Project to immigrants with certain Inmigración (deportación, ciudadanía y regularización) filings, like applications for work permits and travel documents and petitions for asylum or temporary protected status.",,
344,Onondaga,Legal aid,Immigration law; Family law; Other law,Legal Services of Central New York,221 S Warren St,#300,,Syracuse,NY,13202,-76.150596,43.048957,(877) 777-6152 (If not a client and have legal problem),,,http://www.lscny.org/,http://www.lscny.org/,M-F 8:00 AM-5:00 PM,lunes - viernes 8:00AM - 5:00PM,No,No,Yes,Sí,No,No,Depends on the program,Depende de cada caso,Not required,No es requerida,Depends on the program,Depende del programa,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,"Serves low income individuals in Broome, Cayuga, Chenango, Cortland, Delaware, Herkimer, Jefferson, Lewis, Madison, Oneida, Onondaga, Oswego, and Otsego Counties.","Serves low income individuals in Broome, Cayuga, Chenango, Cortland, Delaware, Herkimer, Jefferson, Lewis, Madison, Oneida, Onondaga, Oswego, and Otsego Counties.",,
345,Onondaga,Legal aid,Immigration law; Family law; Other law,Onondaga County Bar Association,431 East Fayette Street Suite 100,,,Syracuse,NY,13202,-76.146421,43.048771,(315) 422-9538,(315) 471-6036,info@cnycf.org,www.onbar.org,www.onbar.org,M-F 9:00 AM-4:00 PM,lunes - viernes 9:00AM-4:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Provides númerous law services, including possible lawyer matching","Provides númerous law services, including possible lawyer matching",,
346,Onondaga,Legal aid,Immigration law; Family law; Other law,Onondaga County Bar Association Volunteer Lawyers' Project,221 S. Warren Street,Suite 200,,Syracuse,NY,13202,-76.150596,43.048957,(315) 471-3409,(315) 939-1466,info@onvlp.org,http://www.onvlp.org/,http://www.onvlp.org/,M-F 8:00 AM-4:30 PM,lunes - viernes 8:00AM-4:30PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Provides free lawyers,Provides free lawyers,,
347,Onondaga,Emergency assistance,Food; Medicine; Clothing; Emergency shelter; Other needs,American Red Cross - Central New York Chapter,344 W. Genesee Street,,,Syracuse,NY,13202,-76.156044,43.0526,(315) 234-2200,,https://www.redcross.org/contact-us/general-inquiry.html,http://www.redcross.org/local/new-york/western-central-new-york/chapters/cny,http://www.redcross.org/local/new-york/western-central-new-york/chapters/cny,By appointment,Por cita,No,No,"Yes, Spanish","Sí, español","Yes, Spanish","Sí, español",None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,"no Inmigración (deportación, ciudadanía y regularización) lawyer at this office",,
348,Onondaga,Legal aid,Family law; Immigration law; Other law,"Legal aid Society of Mid-New York, Inc.",221 South Warren Street,Suite 310,,Syracuse,NY,13202,-76.150596,43.048957,(315) 703-6600,(315) 424-4911,,http://www.lasmny.org/Programs/Office%20Contact%20List.shtm,http://www.lasmny.org/Programs/Office%20Contact%20List.shtm,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,Depends on the case,Depende de cada caso,Not required,No es requerida,No cost,No hay costo,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,Immigration lawyer at this office,"Inmigración (deportación, ciudadanía y regularización)a lawyer at this office",,
350,Ontario; Seneca; Wayne; Yates,Legal aid; Victim support; Referral to other agencies,Other law; Domestic violence; Women's health,"Victim Resource Center of the Finger Lakes, Inc",132 Harrison St,,,Newark,NY,14513,-77.093201,43.048992,(315) 331-1171; hotline (800) 456-1172 (bilingual) -- (Ext. 5 for Spanish),(315) 331-1189,vrc132@verizon.net,http://www.vrcfl.org/,http://www.vrcfl.org/,M-F 8:30 AM-4:00 PM; On call for crisis -- intervention 24/7 in Spanish and English,lunes - viernes 8:30AM-4:00 PM; puede llamar en español o ingles las 24 horas del día en caso de emergencia,No,No,"Yes, Spanish","Sí, español",Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Free confidential, supportive services for victims of domestic violence and sexual assault. Services provided include: emergency safe dwelling for victims of domestic violence and their children; short-term counseling; support groups; information and referral; medical/legal social services advocacy; education and outreach. Free legal representation for Orders of Protection. Together with our partner, the International Institute, we offer legal assistance with immigration matters related to domestic violence or sexual assault.","Free confidential, supportive services for victims of domestic violence and sexual assault. Services provided include: emergency safe dwelling for victims of domestic violence and their children; short-term counseling; support groups; information and referral; medical/legal social services advocacy; education and outreach. Free legal representation for Orders of Protection. Together with our partner, the International Institute, we offer legal assistance with immigration matters related to domestic violence or sexual assault.",,
351,Ontario,Health,Women's health; Food,"Finger Lakes Women, Infant, and Children's Program (WIC)",79 S. Main St,,,Canandaigua,NY,14424,-77.280021,42.88683,(585) 394-9240,(585) 394-9285,info@spcc-roch.org,www.spcc-roch.org,www.spcc-roch.org,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,"Yes, Spanish","Sí, español",No,No,Proof of income,Prueba de ingresos,Not required,No es requerida,No cost,No hay costo,,,,"Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.","Provides nutrition Educación and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase Saludy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.",,
353,Ontario,Health,General medicine; Women's health; Psychological support,Thompson Health Hospital,350 Parrish Street,,,Canandaigua,NY,14424,-77.289024,42.876358,(585) 396-6000,,https://www.thompsonhealth.com/About-Us/Contact-Us,www.thompsonhealth.com,www.thompsonhealth.com,24/7,Abierto 24 horas todos los días,Yes,Sí,Yes,Sí,No,No,ID; proof of address,Prueba de identidad; prueba de dirección,Not required,No es requerida,Yes,Sí hay un costo,,,,Full service hospital,Full service hospital,,
354,Ontario; Wayne,Housing; Health,Farm visits,NYS Department of Health,624 Pre Emption Rd,,,Geneva,NY,14456,-77.011801,42.872762,(315) 789-3030,(315) 781-0831,dohweb@health.ny.gov,https://www.health.ny.gov/,https://www.health.ny.gov/,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,Yes,Sí,No,No,ID; Health Insurance card if you have one,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,No cost,No hay costo,,,,"Inspection of labor camps in Wayne, Ontario, and Yates counties occupied by five or more people and for H-2A. Inspections are made to assure housing is in compliance with Part 15 of the NYS Sanitary Code. (Inspection of campus with less than five people is under the authority of the US Department of Labor.)","Inspection of Trabajo camps in Wayne, Ontario, and Yates counties occupied by five or more people and for H-2A. Inspections are made to assure Vivienda is in compliance with Part 15 of the NYS Sanitary Code. (Inspection of campus with less than five people is under the authority of the US Department of Trabajo.)",,
356,Ontario,Health,Farm visits; General medicine; Dental; Alcohol/drug addiction treatment; Psychological support,Finger Lakes Community Health -Geneva,601-B Washington St,,,Geneva,NY,14456,-77.006964,42.859851,(315) 781-8448,(315) 781-8444,info@flchealth.org,https://localcommunityhealth.com/locations__trashed/geneva-community-health-v2/,https://localcommunityhealth.com/locations__trashed/geneva-community-health-v2/,M W Th 8:00 AM-6:00 PM; Tu 8:00 AM-8:00 PM; F 8:00 AM-5:00 PM,"lunes, miércoles, jueves 8:00AM-6:00PM; martes 8:00AM-8:00PM; viernes 8:00AM-5:00PM","Yes, by appointment",Sí por cita,Yes,Sí,"Yes, Spanish, Haitian, Portuguese, French","Sí, español, creole, portugués, francés",Proof of income,Prueba de ingresos,Not required,No es requerida,Sliding scale fee,Varía dependiendo de su ingreso,,,,"Outreach, medical services, dental services, substance abuse services, pharmaceuticals, social services, transportation.","Outreach, medical services, dental services, substance abuse services, pharmaceuticals, social services, transportation.",,
