id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,notes-internal,amy-notes
441,,Rockland,Vivienda,Vivienda accesible; Mejoramiento de la vivienda,Rockland County Office of Community Development,50 Sanatorium Rd,Bldg A 6th Floor,,Pomona,NY,10970,-74.039263,41.160924,(845) 364-3939,(845) 364-3940,frankm@co.rockland.ny.us,http://www.rocklandgov.com/departments/community-development/contact-community-development/,lunes - viernes 9:00AM-5:00PM,No,No,No,Depende el caso,PRECAUCIÓN: Prueba de ciudadania requerido ,Gratis,,"No transportation provided, but accessable through many of the public busses. Must bring own translator.",
442,,Rockland,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Rockland County Career Center,37 W Broad St,,,Haverstraw,NY,10927,-73.966374,41.197083,(845) 406-6450,(845)406-6487,eshillin@sunyrockland.edu,www.rocklandcountycareercenter.org,lunes - viernes 8:30AM-4:30PM,No,No,Sí,Preuba de ciudadaní,PRECAUCIÓN: Prueba de ciudadania requerido ,Gratis,,,
443,,Rockland ,Salud ,Medicina general; Dental,HRH Care Health Center at Nyack,84 N Highland Avenue,,,Nyack,NY,10960,-73.927929,41.094556,(845) 770-9980,(845) 765-9377,https://www.hrhcare.org/contact-us/,https://www.hrhcare.org,"lunes, martes, jueves 9:00am-5:00pm; miercoles 9:00am-8:00pm; viernes 9:00am-1:00pm",No,Sí,Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Depende los ingresos familiar,,,
444,,Rockland,Salud ,Medicina general; Dental,HRH Care Haverstraw,31 West Broad Street 3rd Floor,,,Haverstraw,NY,10927,-73.966158,41.197108,(845) 429-4499,(845) 765-9409,https://www.hrhcare.org/contact-us/,https://www.hrhcare.org/Saludcenters/haverstraw/,"lunes, miercoles, viernes 9:00am-5:00pm; martes, jueves 9:00am-7:00pm",No,Sí,Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Depende los ingresos familiar,,,
445,,Rockland,Salud ,Medicina general; Dental,HRH Care Health Center at Spring Valley,2 Perlman Drive,Suite 101,,Spring Valley ,NY,10977,-74.032138,41.105120,(845) 573-9860,(845) 765-9379,https://www.hrhcare.org/contact-us/,https://www.hrhcare.org/Saludcenters/spring-valley/,"lunes, miercoles, jueves 9:00am-7:00pm; martes 8:30am-5:00pm; viernes 8:30am-4:30pm; sabado 9:00am-2:00pm ",No,Sí,Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Depende los ingresos familiar,,,
446,,Rockland,Educación,Clases de inglés,Mid-Hudson (METS) Migrant Educación Tutorial & Support Services Program,1 Hawk Road,"van den Berg Learning Center Annex, Room 353 SUNY New Paltz",PO Box 250,New Paltz,NY,12561,-74.080605,41.740770,(845) 257-2950,(845) 257-2953,whittinm@newpaltz.edu,http://nysmigrant.org/,lunes - viernes 8:00AM-4:00PM,No,Sí,Se puede pedir,No,No requerido,Gratis,,"School districts served in Sullivan, Ulster, Dutchess, Orange, Putnam, Rockland, and Westchester Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; Clases de inglés classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; Salud services; tutoring summer services; other special activities.",
447,,St. Lawrence,Trabajo,Conseguir trabajo,St. Lawrence County One Stop Career Center,80 New York 310,Suite 8,,Canton,NY,13617,-75.149368,44.601794,(315) 386-3276,(315) 386-3414,lfetcie@stlawco.org,www.slconestop.com/,"lunes - viernes 9:00AM-5:00PM; Horarrio de verano (junio, julio, agosto) 8:00AM-4:00PM",No,Sí,No,PRECAUCIÓN: Se necesita prueva de ciudadanía o estatus legal para trabajar,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,Provides employment services to help farmworkers looking for work. No appointment necessary.,
448,,St.Lawrence,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales","Legal aid Society of Northeastern New York, Inc.",17 Hodskin St,,,Canton,NY,13617,-75.171414,44.596445,(315) 386-4586,(315) 386-8283,,www.lasnny.org,lunes - viernes 9:00AM-5:00PM,No,Sí,No,Prueba de residencia en el condado,PRECAUCIÓN: Prueba de ciudadania requerido,Gratis,Tiene que llamar para una entrevista legal,Free civil legal services for low-income people.,
449,,Saratoga,Educación,Clases de inglés; Cursos para adultos,Literacy New York Greater Capital Region,110 Spring Street,#102,,Saratoga Springs,NY,12866,-73.779811,43.078674,(518) 583-1232,,https://www.literacynycap.org/contact,http://literacynycap.org/,lunes - viernes 9:00AM-5:00PM,No,No,No,"Prueba de identidad; Van a pedir si tiene un numero de seguridad, pero no es necessario para recibir servicios",No requerido,Gratis,,,
450,,Saratoga,Educación; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños,Cornell Cooperative Extension of Saratoga County,50 West High St,#1,,Ballston Spa,NY,12020,-73.851399,43.001329,(518) 885-8995,,saratoga@cornell.edu,www.ccesaratoga.org,lunes - viernes 8:00AM-5:00PM,No,No,No,Depende del programa,Depende el programa,Varía según los servicios,,,
451,,Saratoga,Asistencia legal; Salud; Educación; Referencias a otros servicios,"Inmigración (deportación, ciudadanía y regularización); Medicina general; Clases de inglés","Saratoga County Economic Opportunity Council, Inc. (EOC)",39 Bath St,,PO Box 169,Ballston Spa,NY,12020,-73.851091,43.002164,(518) 288-3206,,info@saratogaeoc.org,www.saratogaeoc.org,lunes - viernes 9:00AM-5:00PM,No,No,Sí,Prueba de identidad,No requerido,Varía según los servicios,,"Krystle Nowhitney runs Latino Community Advocacy Program providing legal, medical consulting and Clases de inglés classes.",
452,,Saratoga,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales","Legal aid Society of Northeastern New York, Inc.",40 New St,,,Saratoga Springs,NY,12866,-73.797976,43.068547,(518) 587-5188,(518) 587-0959,,www.lasnny.org,"lunes - viernes 9:00AM-12:00PM, 1:00PM-5:00PM",No,Sí,No,Prueba de residencia en el condado,PRECAUCIÓN: Prueba de ciudadania requerido ,Gratis,Tiene que llamar para una entrevista legal,Free civil legal services for low-income people.,
453,,Saratoga,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Saratoga County Employment & Training,152 West High St,,,Ballston Spa,NY,12020,-73.859036,43.001768,(518) 884-4170,(518) 884-4262,,www.saratogacountyny.gov/departments/employment-and-training/,lunes - viernes 8:30AM-5:00PM,Se puede llegar en transporte publico,Sí,No,No,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,"To participate in trainings you much have a work visa or be a citizen. Walk-in services such as resume help, access to computers and fax machines, Conseguir trabajo, etc is open to everyone regardless of Inmigración (deportación, ciudadanía y regularización) status",
454,,Saratoga ,Asistencia legal ,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales; Derechos laborales","Legal aid Society of Northeastern New York, Inc.",40 New Street,,,Saratoga Springs,NY,12866,-73.797976,43.068547,(518) 587-5188,(518) 587-0959,,www.lasnny.org,"lunes - viernes 9:00AM - 12:00PM, 1:00PM - 5:00PM",No,Sí,No,Prueba de residencia en el condado,PRECAUCIÓN: Prueba de ciudadania o estatus legal requerido,Varía según los servicios,Tiene que llamar para una entrevista legal,,
455,,Schenectady,Educación; Programas para familias,Cursos para adultos; Programas para niños,Cornell Cooperative Extension,107 Nott Terrace,Suite 301,,Schenectady,NY,12308,-73.932625,42.813576,(518) 372-1622,(518) 372-8703,schenectady-mailbox@cornell.edu,www.cceschenectady.org,lunes - viernes 9:00AM-5:00PM,No,No,No,Depende del programa,Depende el programa,Varía según los servicios,,,
456,,Schenectady,Vivienda; Trabajo; Programas para familias; Referencias a otros servicios,Asistencia para pagos de utilidad; Mejoramiento de la vivienda; Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera; Programas para niños; Acceso a cobertura de salud; Alimentos ,"Schenectady Community Action Program, Inc.",913 Albany St,,,Schenectady,NY,12307,-73.933135,42.804819,(518) 374-9181,(518) 374-9190,scapgen@scapny.org,http://www.scapny.org/,"lunes, miercoles, viernes 8:30AM-4:30PM; martes, jueves 8:30AM-6:30PM",Depende del programa,No,Sí,No,No requerido,Gratis,,"Services Include: Community Crisis Network (area congregations provide support for an emergency fund which is used when community resources are unavailable and customers lack food, shelter, medicine and other basic needs), Head Start, Vivienda Services, Career Readiness.",
457,,Schenectady,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Schenectady Job Training,797 Broadway,,,Schenectady,NY,12305,-73.951185,42.803843,(518) 344-2735,(518) 344-2820,,www.nyconnects.ny.gov,lunes - viernes 9:00AM - 5:00PM,No,No,No,No,No requerido,Gratis,,,
458,,Schenectady,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,Literacy New York Greater Capital Region,99 Clinton Street 2nd Floor,,,Schenectady,NY,12305,-73.985553,40.718383,(518) 538-1232,,mlange@literacynycap.org,https://www.literacynycap.org/,martes-jueves 10:00AM-4:00PM,No,Sí,No,"Prueba de identidad; Van a pedir si tiene un numero de seguridad, pero no es necessario para recibir servicios",No requerido,Gratis,,,
459,,Schoharie,Educación,Clases de inglés,"Literacy New York, Fulton, Montgomery, and Schoharie County",107 Chapel St Suite 1,,,Cobleskill,NY,12043,-74.486931,42.679795,(518) 725-1440; (518) 227-3786,,lnyfms1@gmail.com,www.lvasc.org,lunes - jueves 8:00AM-3:00PM; viernes 8:00AM-1:00PM,No,No,No,No,No requerido,Gratis,,Tutors work with students individually. Services are confidential.,
460,,Schoharie,Programas para familias; Vivienda; Asistencia en casos de emergencia; Trabajo; Referencias a otros servicios,Programas para niños; Apoyo educativo; Apoyo para los padres; Mejoramiento de la vivienda; Alimentos; Asesoramiento de carrera,Schoharie County Community Action Program Inc.,795 East Main St,Suite 5,,Cobleskill,NY,12043,-74.473967,42.680633,(518) 234-2568,(518) 234-3507,admin@sccapinc.org,www.sccapinc.org,lunes - viernes 8:00AM-4:30PM,No,Sí,No,Prueba de identidad; prueba de ingresos,No requerido por asistencia en casos de emergencia; Prueba de ciudadania o estatus legal puede ser requerido por otros programas,Varía según los servicios,,"Services include: Child/Family Salud Plus, Programas para familias Resouce & Referral, Community Services, NYS Displaced Homemaker Program, Weatherization & Energy Services, WIC - Salud, Nutrition & Safety Services, Workforce Services.",
461,,Schoharie,Educación; Programas para familias,Cursos para adultos; Programas para niños,Cornell Cooperative Extension,173 South Grand St,,,Cobleskill,NY,12043,-74.483498,42.673793,(518) 234-4303,(518) 296-8310,schoharie@cornell.edu,http://counties.cce.cornell.edu/schoharie/,lunes - viernes 8:30AM- 4:30PM,No,No,No,Depende del programa,Depende el programa,Varía según los servicios,,,
462,,Schoharie,Educación,Clases de inglés,METS (Migrant Educación Tutorial and Support Services),21 Graham Ave,SUNY Cortland B-105 Van Hoesen Hall,,Cortland,NY,13045,-76.191917,42.597302,(646) 734-5348,,chris.casler@cortland.edu,www.nysmigrant.org/mets,lunes - viernes 9:00AM-5:00PM,Maestras viajan a los estudiantes,Sí,No,No,No requerido,Gratis,"Servicios para los condados siguientes: Broome, Cayuga, Chemung, Chenango, Cortland, Delaware, Otsego, Onondaga, Schoharie, Schuyler, Tioga and Tompkins",Provide Clases de inglés services to people 21 years or younger,
463,,Schoharie,Trabajo,Conseguir trabajo,Cobleskill Workforce Solutions,795 East Main St,Suite 4,,Cobleskill,NY,12043,-74.473967,42.680633,(518) 234-4254,(518) 234-4256,http://www.fmsworkforcesolutions.org/contact-us/,www.fmsworkforcesolutions.org,lunes - viernes 8:30AM-4:30PM,No,Se puede pedir,No,Prueba de identidad,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,Connects the workforce with employers.,
464,,Schenectady,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo ,Schenectady County One Stop Employment and Training Center,797 Broadway,,,Schenectady,NY,12305,-73.951185,42.803843,(518) 344-2735,,jjones@albanyny.gov,www.capreg.org,lunes - viernes 8:30AM-5:00PM,No,Sí,No,Prueba de ciudadanía o estatus legal para trabajar,Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,Does not have programs addressing agriculture.,
465,,Schuyler,Educación,Clases de inglés,Literacy Volunteers of Chemung and Schuyler Counties - Satelite Site,112 10th Street,,,Watkins Glen,NY,14891,-76.869959,42.376980,(607) 734-6174,,https://www.cseop.org/contact-us,https://www.cseop.org/literacy-volunteers,lunes - viernes 8:30AM-4:30PM,No,No,No,No,No requerido,Gratis,,,
466,,Schuyler,Salud mental,Apoyo psicológico; Tratamiento para alcoholismo/drogadicción,Schuyler County Mental  Health Services,106 S. Perry St.,,,Watkins Glen,NY,14891,-76.864456,42.376384,(607) 535-8282,M Th 8:00AM - 5:00PM; T W 8:00AM - 7:00PM; F 8:00AM - 4:00PM,srosno@county.schuyler.ny.us,https://www.schuylercounty.us/147/Community-Services,"lunes, jueves 8:00AM-5:00PM; martes, miercoles 8:00AM-7:00PM; viernes 8:00AM-4:00PM ",No,Sí,No,Prueba de identidad ,No requerido,Gratis,,,
467,,Schuyler,Educación,Clases de inglés,METS (Migrant Educación Tutorial and Support Services),21 Graham Ave,SUNY Cortland B-105 Van Hoesen Hall,,Cortland,NY,13045,-76.191917,42.597302,(646) 734-5348,,chris.casler@cortland.edu,www.nysmigrant.org/mets,lunes - viernes 9:00AM-5:00PM,Maestras viajan a los estudiantes,Sí,No,No,No requerido,Gratis,"Servicios para los condados siguientes: Broome, Cayuga, Chemung, Chenango, Cortland, Delaware, Otsego, Onondaga, Schoharie, Schuyler, Tioga and Tompkins",Provide Clases de inglés services to people 21 years or younger,
468,,Schuyler,Salud,Medicina general; Salud de la mujer,Schuyler County Health Check,106 S. Perry St,,,Watkins Glen,NY,14891,-76.864456,42.376384,(607) 535-8282,(607) 535-8284,srosno@co.schuyler.ny.us,www.schuylercounty.us/149/Mental-Salud-Services,"lunes, jueves 8:00AM -5:00PM; martes, miercoles 8:00AM-7:00PM; viernes 8:00AM - 4:00PM",No,No,No,Prueba de residencia en el condado de Schuyler,No requerido,Gratis,,,
469,,Seneca,Programas para familias,Centros para el cuidado de niños,ABCD (Agri-Business Child Development) at Seneca Falls,115 W. Bayard St,,,Seneca Falls,NY,13148,-76.806747,42.907440,(315) 568-8774,(315) 568-2702,https://www.abcdny.org/contact,www.abcdny.org,lunes - viernes 7:30AM-4:00PM,No,Sí,Sí,Certificado de nacimiento de los niños; Prueba de ingresos de los padres,No requerido,Gratis,,,
470,,Seneca,Asistencia legal; Apoyo para víctimas;  Referencias a otros servicios,Otros casos legales; Violencia domestica; Salud de la mujer,"Victim Resource Center of the Finger Lakes, Inc",132 Harrison St,,,Newark,NY,14513,-77.093201,43.048992,(315) 331-1171; hotline (800) 456-1172 (bilingual) --  (Ext. 5 for Spanish),(315) 331-1189,vrc132@verizon.net,http://www.vrcfl.org/,lunes - viernes 8:30 AM-4:00 PM; Se puede llamar en un caso emergencia 24/7 ,No,Sí,Sí,No,Not required,Gratis,,"Free confidential, supportive services for victims of domestic violence and sexual assault. Services provided include: emergency safe dwelling for victims of domestic violence and their children; short-term counseling; support groups; information and referral; medical/legal social services advocacy; education and outreach. Free legal representation for Orders of Protection. Together with our partner, the International Institute, we offer legal assistance with immigration matters related to domestic violence or sexual assault.",
471,,Seneca,Salud,Salud de la mujer,"Finger Lakes Women, Infant, and Children's Program (WIC)/ SPCC",24 Park Place,,,Geneva,NY,14456,-76.985236,42.864762,(585) 394-9240,(585) 394-9285,info@spcc-roch.org,www.spcc-roch.org,lunes - viernes 8:30 AM-5:00 PM,No,Se puede pedir,No,Certificado de nacimiento de los niños,PRECAUCIÓN: Prueba de ciudadanía o estatus legal para trabajar,Gratis,,"Provides nutrition education and counseling to eligible families in eastern Monroe, Wayne, Yates, Seneca, and Ontario Counties. Eligible families are given checks to purchase healthy foods. Appointments available throughout the 4+ county area. Must meet income eligibility and reside in NYS.",
472,,Seneca,Salud ,Medicina general; Salud de la mujer,Finger Lakes Community Health - Ovid ,7150 N. Main Street,,,Ovid,NY,14521,-76.822800,42.678236,(607) 403-0065,(607) 403-0093,https://localcommunityhealth.com/contact-us/,https://localcommunitySalud.com/locations/ovid-community-Salud/,"lunes, miercoles, viernes 8:00AM-5:00PM; martes 8:00AM-4:30PM; jueves 8:00AM-8:00PM; viernes 8:00AM-5:00PM",No,Sí,Sí,No,No requerido,Depende los ingresos familiar,,,
473,,Seneca,Educación,Clases de inglés; Cursos para adultos; Preparación para la ciudadanía,"Literacy Volunteers of Seneca County, Inc.",1 Dipronio Drive,,,Waterloo,NY,13165,-76.843081,42.909793,(315)-539-1795,,ksegrist@co.seneca.ny.us,www.senecaliteracy.com,"lunes, miercoles, viernes 9:00AM-3:00PM",No,No,No,No ,No requerido,Varía según los servicios,,,
474,,Seneca,Asistencia en casos de emergencia,Alimentos,Auburn Salvation Army,18 E. Genesee Street,,,Auburn,NY,36801,-76.562470,42.932875,(315) 253-0319,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/EmpireNY/Auburn,Comida caliente domingo 3:00PM y miercoles 4:30PM,No,Se puede pedir,No,No,No requerido,Gratis,,,
475,,Seneca,Asistencia en casos de emergencia,Alimentos,Calvary Food Pantry,90 Franklin St. ,,,Auburn,NY,36801,-76.554652,42.937283,(315) 252-7772,,calfpny@localnet.com,https://calvaryfoodpantry.com/,lunes y miercoles 10:00AM-5:00PM; viernes 10:00AM-2:00PM,No,Se puede pedir,No,No,No requerido,Gratis,,,
476,,Seneca,Asistencia en casos de emergencia,Alimentos,Interlaken Reformed Church Kitchen Cupboard,8315 Main Street,,,Interlaken,NY,14847,-76.724442,42.621378,(607) 532-4321 (church); (607) 592-9870 (staff),,irkitchencupboard@gmail.com,https://211lifeline.org/detail.php?&s=1&id=7340851&mobi=0,viernes 3:00PM-6:00PM,No,Se puede pedir,No,No,No requerido,Gratis,,,
477,,Seneca,Asistencia en casos de emergencia,Alimentos,Lodi Community Food Pantry,8619 State Route 414,,,Lodi,NY,14860,-76.828767,42.606494,(607) 582-6218,,advent89@empacc.net,https://211lifeline.org/detail.php?&tax=BD-1800.2000&county[]=0&s=11&id=63547102&mobi=0,llamar por una cita,No,Se puede pedir,No,No,No requerido,Gratis,,,
478,,Seneca,Asistencia en casos de emergencia,Alimentos,South Seneca Ecumenical Food Pantry,7137 N.Main Street,,,Ovid,NY,14521,-76.821348,42.678630,(607) 351-0720,,ncanniff@gmail.com,https://211lifeline.org/detail.php?id=7336179,lunes 10:00AM-1:00PM abierto al público; Se puede pedir una cita si tienes trabajo los lunes 7:30AM-10:00AM,No,Se puede pedir,No,No,No requerido,Gratis,,,
479,,Seneca,Asistencia en casos de emergencia,Alimentos,House of Concern,35 State Street,,,Seneca Falls,NY,13148,-76.798597,42.912149,(315) 568-2433,,http://houseofconcern.org/food-pantry-info-2/,http://houseofconcern.org/food-pantry-info-2/,lunes-viernes 9:30AM-12:00PM y 1:00PM-3:30PM,No,Se puede pedir,No,Prueba de residencia en el condado; Prueba de ingresos,No requerido,Gratis,,,
480,,Steuben,Programas para familias; Salud mental,Apoyo psicológico; Apoyo para los padres; Programas para niños; Apoyo educativo,"Aspire Hope NY, Inc.",25 W Steuben St,,,Bath,NY,14810,-77.319851,42.333523,(607) 776-2164,(607) 776-4327,AHNY@AspireHope.org,http://www.flpn.org/,lunes - viernes 8:00AM- 4:30PM,No,No,No,Certificado de nacimiento current workplace,No requerido,Gratis,,Provide a variety of support for parents with children who have mental emotional and or developmental issues not necessarily diagnosed by a doctor but that the parents are struggling with the child,
481,,Steuben,Salud; Salud mental,Medicina general; Apoyo psicológico,"Oak Orchard Health, Hornell Medical",7309 Seneca Road North,Suite 112,,Hornell,NY,14843,-77.663945,42.355436,(607) 590-2424 ext. 670,(607) 590-2428,,https://www.oakorchardSalud.org/hornell,lunes - miercoles 8:00AM - 5:30PM; jueves 8:00AM-8:00PM; viernes 8:00AM-5:00PM,No,Se puede pedir,Sí,No,No requerido,Varía según los servicios,,"Provides primary and pediatric care, outreach, screening services, and referrals services, Salud",
482,,Steuben,Salud,Dental,"Oak Orchard Health, Hornell Dental",7309 Seneca Road North,Suite 112,,Hornell,NY,14843,-77.663945,42.355436,(607) 324-0314 ext. 670,607-324-0318,,https://www.oakorchardSalud.org/hornell,lunes - miercoles 8:00AM - 5:30PM; jueves 8:00AM-8:00PM; viernes 8:00AM-5:00PM,No,Se puede pedir,Sí,No,No requerido,Varía según los servicios,,Provides dental care and a mobile dental unit,
483,,Stueben,Educación; Asistencia en casos de emergencia; Vivienda; Programas para familias,Alimentos; Ropa; Refugio de emergencia; Otras necesidades; Programas para niños,American Red Cross - Finger Lakes Chapter,11371 LPGA Drive,,,Corning,NY,14830,-77.009088,42.119877,(607) 936-3766,,,http://www.redcross.org/local/new-york/western-central-new-york/chapters/finger-lakes,por cita,No,No,No,No,PRECAUCIÓN: solamente por casos de emergencia,Gratis,,,
484,,Steuben,Salud,Salud de la mujer; Medicina general,Finger Lakes Community Health - Bath,117 E Steuben St,,,Bath,NY,14810,-77.313603,42.333688,607-776-3063,(607) 776-1011,info@flchealth.org,https://dev.flcSalud.org/locations/bath-community-Salud-v2/,"lunes 8:00AM-8:00PM; martes, cerrado; miercoles 8:00AM-5:00PM; jueves 9:00AM-4:00PM, viernes 9:00AM-3:00PM",No,Sí,Sí,No,No requerido,Varía según los servicios,,"Routine Gynecological care, Pap smears, Birth control options, pregnancy testing, emergency contraception, Salud Educación, counseling and referrals",
485,,Steuben,Asistencia legal,Ley familiar; Otros casos legales,"Legal aid Society of Western New York, Inc.                     ",16 W. William Street,,PO Box 272,Bath,NY,14810,-77.319931,42.335696,607-776-4126; (877) 776-4126,,,www.lawny.org,lunes - viernes 9:00AM - 5:00PM,Se puede llegar en transporte publico,Sí,No,Prueba de identidad,No requerido,Gratis,Tiene que llamar para una entrevista legal,"Not taking Inmigración (deportación, ciudadanía y regularización) cases",
486,,Steuben ,Educación; Trabajo; Servicios para los ancianos,Clases de inglés; Cursos para adultos; Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,"ProAction of Steuben and Yates, Inc",117 E Steuben St,,,Bath ,NY,14810,-77.313633,42.333809,607-776-2125; (800) 553-2033,,info@proactioninc.org,http://proactioninc.org/,lunes - viernes 8:30AM-4:30PM,No,No,No,Prueba de identidad,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,"Mixed funding sources allow them to serve under-documented families with limited services, but many are federally funded programs",
487,,Steuben ,Asistencia en casos de emergencia,Alimentos,Stueben Catholic Charities,23 Liberty Street,Turning Point,,Bath,NY,14810,-77.318557,42.334335,(607) 776-4575,,Darcy.Cherry@dor.org,https://www.catholiccharitiessteuben.org/,Entregas de comida lunes - viernes 9:00AM-12:00PM solamente por cita,No,No,No,No,No requerido,Gratis,,,
488,,Steuben ,Asistencia en casos de emergencia,Alimentos,Buena Vista Wesleyan Church,6034 County Route 69,,,Canisteo,NY,14823,-77.508275,42.294445,(607) 698-4484,,office@bvweslyan.com,https://www.bvwesleyan.com/,llamar por una cita,No,No,No,No,No requerido,Gratis,,,
489,,Steuben ,Asistencia en casos de emergencia,Alimentos,Stueben Catholic Charities Rural Ministries,34 West Main Street,,,Canisteo,NY,14823,-77.606795,42.272797,(607) 698-4725,,Brandy.Swain@dor.org,https://www.catholiccharitiessteuben.org/services/turning-point/,lunes y miercoles 9:00AM-12:00PM,No,No,No,No,No requerido,Gratis,,,
490,,Steuben ,Asistencia en casos de emergencia,Alimentos,Corning Savation Army,32 Denison Parkway East,,,Corning,NY,14830,-77.053432,42.142277,(607) 962-4681,,,https://www.steubencony.org/Files/Documents/new_schc_pantry_listings.pdf,lunes y viernes 9:00AM-11:45PM,No,No,No,No,No requerido,Gratis,,,
491,,Steuben ,Asistencia en casos de emergencia,Alimentos,Stueben Catholic Charities- Turning Point,20 Elm Street,Suite 2,,Hornell,NY,14843,-77.659757,42.325044,(607) 324-3457,,Darcy.Cherry@dor.org,https://www.catholiccharitiessteuben.org/,Entregas de comida lunes - viernes 9:00AM-12:00PM solamente por cita,No,No,No,No,No requerido,Gratis,,,
492,,Steuben ,Asistencia en casos de emergencia,Alimentos,Salvation Army of Hornell,95 Seneca Street,,,Hornell,NY,14843,-77.660977,42.331241,(607) 324-1933,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/EmpireNY/hornell,primier lunes 9:00AM-12:00PM,No,No,No,No,No requerido,Gratis,,,
493,,Steuben ,Asistencia en casos de emergencia,Alimentos,Painted Post Pantry,201 N. Hamilton Street,,,Painted Post,NY,14870,-77.092324,42.159531,(607) 962-1455,,,https://www.steubencony.org/Files/Documents/new_schc_pantry_listings.pdf,lunes - viernes 9:00AM-12:00PM,No,No,No,No,No requerido,Gratis,,,
494,,Suffolk,Educación,Clases de inglés,METS (Migrant Educación Tutorial & Support Services Program) ,969 Roanoke Ave,Eastern Suffolk BOCES,,Riverhead,NY,11901,-72.670589,40.928531,(631)-548-7700,,migranteduction@esboces.org,http://nysmigrant.org/,lunes - viernes 8:00AM-4:00PM,No,Sí,Se puede pedir,No,No requerido,Gratis,,"School districts served in Suffolk, Nassau, Queens, Kings, Richmond, New York, and Bronx Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; Clases de inglés classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; Salud services; tutoring summer services; other special activities.",
495,,Suffolk,Educación,Clases de inglés; Cursos para adultos,"Literacy Suffolk, Inc.",627 Sunrise Highway North Service Road,,,Bellport,NY,11713,-72.946091,40.789649,(631) 286-1649,(631) 286.1668,admin@literacysuffolk.org,http://www.literacysuffolk.org/,lunes - viernes 9:00AM-4:30PM,No,No,No,No,No requerido,Gratis,,,
496,,Suffolk,Educación; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños,Cornell Cooperative Extension,423 Griffing Ave,Extension Education Center(office Temporarily closed),,Riverhead,NY,11901,-72.667184,40.920356,(631) 853-6155,(631) 727-7130,suffolk@cornell.edu,http://ccesuffolk.org/,cerrado por un tiempo de renovaciones (noviembre 2019),No,No,No,Depende del programa,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Varía según los servicios,,,
497,,Suffolk,Asistencia legal; Vivienda; Programas para familias; Asistencia en casos de emergencia; Salud; Apoyo para víctimas ,Otros casos legales; Vivienda accesible; Servicios para víctimas; Programas para niños; Salud de la mujer,"Economic Opportunity Council of Suffolk, Inc.",31 West Main St.,Suite 206,,Patchogue,NY,11772,-73.015820,40.765930,(631) 289-2134,(631) 289-2178,https://eoc-suffolk.com/contact-the-eoc-suffolk/,www.eoc-suffolk.com,lunes - viernes 9:00AM-5:00PM,Depende del programa,Sí,No,Depende del programa,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Gratis,,Offers a bail bond program; HIV testing; support for teens; ,
498,,Suffolk,Vivienda,Vivienda accesible; Propiedad de la vivienda,Community Development Corporation of Long Island,2100 Middle County Rd,Suite 300,,Centereach,NY,11720,-73.085197,40.857944,(631) 471-1215 (Ext. 129),,http://www.cdcli.org/contact-us/,http://www.cdcli.org/,lunes - viernes 9:00AM-5:00PM,No,No,No,Prueba del propiedad de la vivienda,PRECAUCIÓN: Prueba de ciudadania puede ser requerido por algunos programas,Varía según los servicios,,"Propiedad de la vivienda Educación and financial advise; rental Vivienda; multi-family rentals, mortgage trouble advice",
